"corpus","preloaded/nltenten20_tt3"
"subcorpus","-"
"concordance size","208791"
"query","Query:[lc=""Tilburg"" | lemma_lc=""Tilburg""]"
"Reference","Left","KWIC","Right"
"omroeptilburg.nl","aan burgemeester Theo Weterings. </s><s> Het monument is naar ontwerp van kunstenares Tine van de Weyer en heeft een... </s><s>","TILBURG","- Komend najaar wordt aan de Edisonlaan een opvanglocatie voor dak- en thuislozen geopend. </s><s> De opvang, die de naam Domus"
"omroeptilburg.nl","en films kijken! </s><s> (Deze aflevering is trouwens eerder... </s><s> Deze week gaat Pieter Bon op pad met Julian Zieleman van D66","Tilburg",". </s><s> Julian neemt ons mee naar de Oude Warande, waar hij zelf regelmatig een rondje loopt maar waar hij ook iets over te"
"omroeptilburg.nl","carnavalsverenigingen verder nu d''n Opstoet dit... </s><s> Deze week bespreken we met directeuren Rob van Steen van Theaters","Tilburg","en Loek Sijbers van Factorium over de gevolgen van de coronacrisis voor de Tilburgse cultuursector. </s><s> We hebben het met"
"omroepflevoland.nl","nieuwe woonwijk Parkwijk. </s><s> Naast Lelystad wordt het festival nog op vier andere plekken georganiseerd: Breda, Goes,","Tilburg","en Doetinchem. </s><s> U zet uw eerste stappen in de wereld van het gecoördineerd afhandelen van incidenten, U bent"
"svnuenen.nl","een paar weken van te voren tijdens een toernooi gevochten was met vervelende afloop. </s><s> Moesten we nu met een tank naar","Tilburg","of met helmen opspelen of moesten we de gok nemen om te vertrouwen op het goede van de mens. </s><s> In een zeer geheim overleg"
"svnuenen.nl","had ze Nederlands kampioen kunnen zijn als Peng en andere niet mee hadden gedaan. </s><s> Wat een middag, ik voelde me als God in","Tilburg","en mocht ik nog eens jong voelen en op stukken willen jagen dan ga ik naar Tilburg toe maar dan op Valentijnsdag </s><s> De al dagen"
"svnuenen.nl",". </s><s> Wat een middag, ik voelde me als God in Tilburg en mocht ik nog eens jong voelen en op stukken willen jagen dan ga ik naar","Tilburg","toe maar dan op Valentijnsdag </s><s> De al dagen rusteloos slapende Bibi </s><s> P.S Als je met Jan S mee gaat moet je wel het liedje"
"svnuenen.nl","met deze oplossing, straffen en helpen, Bravo. </s><s> En mocht ik een keer op een woensdag vrij zijn kom ik heel graag naar","Tilburg",". </s><s> Ze verdienen het </s><s> Afgelopen week wilde ik ''s cchtends mijn auto starten, nieuwe accu, startmotor draaide als een"
"omroeptilburg.nl","woning aan de Gildelaan. </s><s> De twee mannen eisten geld bij het slachtoffer. </s><s> Toen de man vertelde dat hij geen geld bij... </s><s>","TILBURG","- Je demente moeder uit het verpleeghuis ontvoeren om haar thuis te verzorgen. </s><s> Je verzint het bijna niet. </s><s> Toch deed"
"omroeptilburg.nl","bijna niet. </s><s> Toch deed cabaretière en schrijfster Karin Bruers dit jaren geleden met haar eigen moeder toen zij niet... </s><s>","TILBURG","– Het is een traditie voor de parochianen van de Mariakerk aan De Schans in Tilburg-Noord: het zingen van Marialiedjes"
"omroeptilburg.nl","zouden willen dat de coronacrisis in vijf minuten voorbij zou zijn, maar dat zal niet gebeuren. </s><s> Wel kunnen we als Omroep","Tilburg","elke dag de situatie kort beschouwen. </s><s> In de negende aflevering komen we weer terug bij... </s><s> Het Hart van Brabant Nieuws"
"omroeptilburg.nl","keizer en Co aan te stellen!. dat Ajax zo sportief ten gronde gaat is blijkbaar minder belangrijk dan hun eigen ego!,, </s><s>","TILBURG","– Vanaf maandag zijn de zestien verzinkbare palen rondom de binnenstad vervangen door slimme camera''s. </s><s> Het oude"
"omroeptilburg.nl","''s. </s><s> Het oude systeem had vaak storingen en incidenteel gebeurden er hier en daar ongelukken. </s><s> De nieuwe camera''s... </s><s>","TILBURG","- Bij een Botanische Tuin denk je al gauw aan prachtige bloemen en planten, maar bij de voorstelling Botanical"
"omroeptilburg.nl","Botanical Wasteland van Theater Rotterdam kom je een heel ander landschap tegen. </s><s> Een samenleving waarin niet... </s><s>","TILBURG","- Elk jaar verruilen een aantal artiesten het podium voor een vaak veel te krap studentenkamertje. </s><s> Bij het Stukafest"
"omroeptilburg.nl","- Elk jaar verruilen een aantal artiesten het podium voor een vaak veel te krap studentenkamertje. </s><s> Bij het Stukafest","Tilburg","vinden bijzondere, kleine voorstellingen plaats in studentenkamers verspreid over de... </s><s> 4 maanden geleden </s><s> Het Hart"
"omroeptilburg.nl","een kringetje rond een tafel met plakjes worst en blokjes kaas, maar pakte het iets groter aan. </s><s> Op het podium van Paradox","Tilburg","speelde hij met een flinke bezetting het... </s><s> Het Hart van Brabant Nieuws van 26 september 2019: – Rode Kruis geeft aan"
"omroeptilburg.nl","we de straat op. </s><s> Dat doen we natuurlijk niet alleen, want Pieter Bon neemt in elke aflevering een lid van de Gemeenteraad","Tilburg","mee op pad naar een plek die de... </s><s> Slaapwandelen </s><s> Slaapwandelen </s><s> Slaapwandelen is het wandelen terwijl je slaapt en waar"
"maakdeswitch.nl",". </s><s> Switch biedt gemeenten advies en ondersteuning. </s><s> Brabant telt op dit moment 22 Millennium Gemeenten. </s><s> Eindhoven,","Tilburg",", Schijndel, Oss en Boxtel zijn inmiddels Fairtrade Gemeente. </s><s> Zeeland telt 6 Millennium Gemeenten. </s><s> Goes is bovendien"
"shft.nl","dat een onderdeel is van het programma Veilige Toekomst, waarin de Federatie ... </s><s> Eind september 2015 startte in","Tilburg","een uniek onderwijsconcept; Zorgtechnologie op de School voor Gezondheidszorg ROC Tilburg. </s><s> Een uniek"
"shft.nl","2015 startte in Tilburg een uniek onderwijsconcept; Zorgtechnologie op de School voor Gezondheidszorg ROC","Tilburg",". </s><s> Een uniek samenwerkingsverband tussen ROC Tilburg en diverse organisaties, waaronder de Brabantse Proeftuin"
"shft.nl","; Zorgtechnologie op de School voor Gezondheidszorg ROC Tilburg. </s><s> Een uniek samenwerkingsverband tussen ROC","Tilburg","en diverse organisaties, waaronder de Brabantse Proeftuin Dementie en de BRIZ. </s><s> Op maandag 25 januari 2016"
"shft.nl","was namelijk één van de genomineerden voor de ''WAN Sustainable Building of the Year ... </s><s> In 2011 vroeg de gemeente","Tilburg","ondernemers uit de regio 013 om de handschoen op te pakken om MVO duurzaam te verankeren in de regio en zo"
"shft.nl","de functies van groen ingezet worden bij de realisatie van een leefbaar en energiezuinig gebouw. </s><s> De ... </s><s> De Spoorzone in","Tilburg",", de voormalige NS werkplaats, beslaat het gebied tussen de Ringbanen West en Oost en staat vol met cultureel erfgoed. </s>"
"shft.nl","West en Oost en staat vol met cultureel erfgoed. </s><s> Het is een aantrekkelijke locatie en ligt bovendien in het centrum van","Tilburg",". </s><s> Toch kennen veel mensen ... </s><s> Slim ruimtegebruik is een onderdeel van duurzaam bouwen. </s><s> Bij de bouw van het nieuwe"
"shft.nl","Sky Sessie ""Innoveren op het snijvlak arbeid, economie en onderwijs"". </s><s> Deze sessie was georganiseerd door de gemeente","Tilburg",", in samenwerking met het Tilburg Social Innovation Lab (Tisil). </s><s> De kennis en ervaring die ik ... </s><s> Al eerder berichtten"
"shft.nl","arbeid, economie en onderwijs"". </s><s> Deze sessie was georganiseerd door de gemeente Tilburg, in samenwerking met het","Tilburg","Social Innovation Lab (Tisil). </s><s> De kennis en ervaring die ik ... </s><s> Al eerder berichtten wij u op deze website over het"
"shft.nl","2011 gewonnen. </s><s> De prijs werd uitgereikt door de prof. dr. </s><s> P. Eijlander, rector magnificus van de Universiteit van","Tilburg",". </s><s> Samen met Midpoint Brabant, Gemeente Tilburg en ... </s><s> Op het nieuwe kantoorpand van Van Helvoirt Groenprojecten is ook"
"shft.nl","de prof. dr. </s><s> P. Eijlander, rector magnificus van de Universiteit van Tilburg. </s><s> Samen met Midpoint Brabant, Gemeente","Tilburg","en ... </s><s> Op het nieuwe kantoorpand van Van Helvoirt Groenprojecten is ook een innovatief helofyten filterdak gepland,"
"shft.nl","we de mogelijkheden onderzocht om de fundering te maken op ... </s><s> Het Groene Woud (gelegen in de driehoek Eindhoven,","Tilburg","en Den Bosch) is een vruchtbare bodem voor economisch succes, vindt ook de Kamer van Koophandel. </s><s> Daarom ondersteunt ze"
"omroeptilburg.nl","een rol spelen bij het filteren van fijnstof, waterberging, biodiversiteit en energiebesparing, staat in de ... </s><s>","TILBURG","– Donderdagochtend is een Tilburgse man aangehouden voor handel in verdovende middelen en het witwassen van geld. </s>"
"omroeptilburg.nl","van geld. </s><s> Naar aanleiding van meerdere anonieme tips vielen politieagenten rond 07.30 uur zijn woning aan... </s><s>","TILBURG","- Maandag 4 mei, 75 jaar na de laatste dag van de Tweede Wereldoorlog, herdenken we zoals ieder jaar om 20.00 uur de"
"omroeptilburg.nl","we zoals ieder jaar om 20.00 uur de oorlogsslachtoffers. </s><s> Dit jaar zullen drie trompettisten van het Seniorenorkest","Tilburg","het... </s><s> TILBURG - Woensdagnacht zijn drie mannen op heterdaad aangehouden op verdenking van inbraak bij een bedrijf"
"omroeptilburg.nl","jaar om 20.00 uur de oorlogsslachtoffers. </s><s> Dit jaar zullen drie trompettisten van het Seniorenorkest Tilburg het... </s><s>","TILBURG","- Woensdagnacht zijn drie mannen op heterdaad aangehouden op verdenking van inbraak bij een bedrijf aan de Doctor"
"levensloopbrabant.nl","in de jaren zestig stevig van zich horen. </s><s> Op 28 april 1969 bezetten een groep studenten de Katholieke Hogeschool in","Tilburg","en eisten meer inspraak in het bestuur van de universiteit. </s><s> Hiermee had Tilburg een primeur. </s><s> Het voorbeeld werd ruim"
"levensloopbrabant.nl","studenten de Katholieke Hogeschool in Tilburg en eisten meer inspraak in het bestuur van de universiteit. </s><s> Hiermee had","Tilburg","een primeur. </s><s> Het voorbeeld werd ruim een week later opgevolgd door studenten in Amsterdam, die het Maagdenhuis"
"levensloopbrabant.nl","gekregen: Karl Marx Universiteit, uit protest tegen de weinige aandacht voor de Marxistische economie. </s><s> De acties in","Tilburg",", Amsterdam en andere steden leidden ertoe dat in 1971 de Wet Universitaire Bestuurshervorming werd aangenomen,"
"omroeptilburg.nl","een meerderheid haalt, wordt de vullimiet definitief verruimd en zal de standaard begin 2019 worden gepubliceerd. </s><s>","TILBURG","- De E. du Perronprijs 2019 is toegekend aan Ellen Deckwitz voor haar bundel Hogere Natuurkunde. </s><s> De jury bekroont naar"
"omroeptilburg.nl",". </s><s> De jury bekroont naar eigen zeggen al met al een boeiende en onheilspellende bundel met gedichten. </s><s> Daar zijn... </s><s>","TILBURG","- Op 22 april is het Nationale Zaaidag. </s><s> Daarom organiseren verschillende organisaties zoals de Bijenstichting,"
"omroeptilburg.nl",", Nudge en the Pollinators een landelijke zaaicampagne. </s><s> Via verschillende voedselbanken voor bijen... </s><s>","TILBURG","- WeCareNL, het initiatief dat Tilburger Jordy Sweep opzette om zowel de horeca als het zorgpersoneel te steunen, is"
"benhartman.nl","de overledene. </s><s> Achter hem komen de verdere familieleden, buren en vrienden en daarna de vrouwen, allen een voor een. </s><s>","Tilburg",": Op de dag der begrafenis wordt het lijk naar de kerk gereden. </s><s> Daarachter gaan te voet eerst de mannelijke familieleden"
"omroeptilburg.nl","uitvoeren, wordt met een aantal weken verlengd. </s><s> Volgens het Defensie Helikopter commando, het onderdeel waarbij... </s><s>","TILBURG","– De Tilburgse binnenzwembaden openen vanaf 18 mei weer de deuren. </s><s> Dat is mogelijk omdat de zwembaden volgens de"
"omroeptilburg.nl","zouden willen dat de coronacrisis in vijf minuten voorbij zou zijn, maar dat zal niet gebeuren. </s><s> Wel kunnen we als Omroep","Tilburg","elke dag de situatie kort beschouwen. </s><s> We hebben inmiddels de twaalfde aflevering... </s><s> We zouden willen dat de"
"omroeptilburg.nl","zouden willen dat de coronacrisis in vijf minuten voorbij zou zijn, maar dat zal niet gebeuren. </s><s> Wel kunnen we als Omroep","Tilburg","elke dag de situatie kort beschouwen. </s><s> In aflevering elf hebben we Ralf Bodelier weer in... </s><s> In deze eerste aflevering"
"dds.nl",", waarbij hij, toen vijandelijke mortiergranaten midden in zijn groep vielen, werd gewond. </s><s> In 1881 werd de spoorlijn","Tilburg","- ''s-Hertogenbosch - Nijmegen geopend. </s><s> Hoewel Rosmalen in die tijd slechts een paar duizend inwoners had kreeg het"
"kunstschaatsbaan.nl","evenement. </s><s> Van 28 december 2009 t/m 3 januari 2010 hebben we voor Verrijk je Wijk de schaatsbaan van 100m2 geplaatst in","Tilburg",". </s><s> De schaatsbaan is door deze organisatie geplaatst in het kader van integratie. </s><s> Hieronder vindt u foto''s van dit"
"shft.nl","Of wilt u slimmer en structureel innoveren binnen uw organisatie? </s><s> Dan kunnen wij u ... </s><s> Afgelopen jaren is door gemeente","Tilburg","en koplopers op het gebied van MVO fors ingezet op de bewustwording van en het informeren over de kansen en"
"shft.nl","informeren over de kansen en mogelijkheden van maatschappelijk verantwoord ondernemen voor bedrijven in de regio","Tilburg",". </s><s> Dit is primair ... </s><s> De Spoorzone in Tilburg (de voormalige NS werkplaats) beslaat het gebied tussen de Ringbanen West"
"shft.nl","van maatschappelijk verantwoord ondernemen voor bedrijven in de regio Tilburg. </s><s> Dit is primair ... </s><s> De Spoorzone in","Tilburg","(de voormalige NS werkplaats) beslaat het gebied tussen de Ringbanen West en Oost en staat vol met cultureel erfgoed. </s>"
"shft.nl","en Oost en staat vol met cultureel erfgoed. </s><s> Het is een aantrekkelijke locatie onder andere omdat deze in het centrum van","Tilburg","ligt. </s><s> Toch kennen veel ... </s><s> De Spoorzone in Tilburg (de voormalige NS werkplaats) is momenteel volop in ontwikkeling. </s>"
"shft.nl","aantrekkelijke locatie onder andere omdat deze in het centrum van Tilburg ligt. </s><s> Toch kennen veel ... </s><s> De Spoorzone in","Tilburg","(de voormalige NS werkplaats) is momenteel volop in ontwikkeling. </s><s> Zo is het de bedoeling dat er over een aantal jaren de"
"shft.nl","werkplaats) is momenteel volop in ontwikkeling. </s><s> Zo is het de bedoeling dat er over een aantal jaren de Stadscampus van","Tilburg","verrijst. </s><s> Een aantal partijen, waaronder Fontys Hogescholen, gemeente Tilburg en de Bibliotheek ... </s><s> Binnen de"
"shft.nl","een aantal jaren de Stadscampus van Tilburg verrijst. </s><s> Een aantal partijen, waaronder Fontys Hogescholen, gemeente","Tilburg","en de Bibliotheek ... </s><s> Binnen de gezondheidzorg rijst een aantal (potentiële) problemen. </s><s> Door de hedendaagse"
"omroeptilburg.nl","kwaliteiten inzetten. </s><s> Als de Zeta energie niet volledig kan doorstromen, kan dat komen door de volgende thema''s: </s><s>","TILBURG","– Met de nieuwe maatregelen rondom corona is er ook meer ruimte gekomen voor onder andere campings. </s><s> Campings mogen open"
"omroeptilburg.nl","zouden willen dat de coronacrisis in vijf minuten voorbij zou zijn, maar dat zal niet gebeuren. </s><s> Wel kunnen we als Omroep","Tilburg","elke dag de situatie kort beschouwen. </s><s> In aflevering veertien spreken we met Ralf... </s><s> Aflevering 24: Marieke Vromans -"
"levensloopbrabant.nl","te vinden. </s><s> Met name zijn er nu ook de ''overwegingen bij de missie van DVK'' te vinden. </s><s> Zestien en zwanger </s><s> Athalie Terp uit","Tilburg","is 22 jaar en zwanger van haar derde kind. </s><s> Ze kreeg op haar zestiende haar eerste kind. </s><s> ""Ik schrok enorm toen ik op mijn"
"levensloopbrabant.nl","kon worden. </s><s> Ze hebben me altijd gesteund. </s><s> De eerste anderhalf jaar heb ik met mijn dochter Lacey bij mijn ouders in","Tilburg","gewoond. </s><s> We hebben duidelijke afspraken gemaakt: ik zou voor mijn dochter zorgen. </s><s> Dat werkte heel goed. </s><s> Als ik Lacey ''s"
"levensloopbrabant.nl","van zestien wel een kind kan opvoeden. </s><s> Maar ik voelde me absoluut geen kind meer, ik was volwassen. </s><s> Ook van mijn school in","Tilburg","kreeg ik geen positieve reactie: ik moest na mijn derde jaar vertrekken vanwege mijn zwangerschap. </s><s> De school meende"
"nvhr.nl","spreekbeurten er in te houden, maar gezien de wat omslachtige voorbereiding hebben we daar toch maar van af gezien. </s><s> In","Tilburg","konden we het lokaal niet vinden na enige tijd heen en weer rijden waren we er zeker van dat we in buurt moesten zijn. </s><s> Op een"
"wbedemoer.nl",". </s><s> Werkgebied WBE De Moer </s><s> Het werkgebied van WBE de Moer e.o. is globaal gelegen in Midden Brabant tussen de plaatsen","Tilburg",", Dongen, Sprang-Cappelle, Waalwijk en Loon op Zand. </s><s> Het gebied omvat ca. 5500 ha en is als beheergebied onder de"
"omroeptilburg.nl","zich in de richting van de Brink, waar in de eerste helft van diezelfde veertiende eeuw de Sint-Pauluskerk is gebouwd. </s><s>","TILBURG","- Het keurmerk dat afgelopen zomer is ingevoerd voor taxi''s, heeft in ieder geval tijdens de afgelopen carnaval niet"
"omroeptilburg.nl","carnaval niet tot de gewenste resultaten geleid. </s><s> Dat vinden de Tilburgse chauffeurs die zelf wél werken met... </s><s>","TILBURG","/ GOIRLE - De gemeenten Tilburg en Goirle krijgen een subsidie van ruim acht ton. </s><s> Die is al met al voor het verbinden van"
"omroeptilburg.nl","resultaten geleid. </s><s> Dat vinden de Tilburgse chauffeurs die zelf wél werken met... </s><s> TILBURG / GOIRLE - De gemeenten","Tilburg","en Goirle krijgen een subsidie van ruim acht ton. </s><s> Die is al met al voor het verbinden van natuurgebied Kaaistoep met Kamp"
"omroeptilburg.nl","al voor het verbinden van natuurgebied Kaaistoep met Kamp de Kiek. </s><s> Het geld komt dus van het Groenontwikkelfonds... </s><s>","TILBURG","- De gemeente Tilburg neemt geen extra maatregelen na een incident waarbij een beschonken automobilist met een auto"
"omroeptilburg.nl","van natuurgebied Kaaistoep met Kamp de Kiek. </s><s> Het geld komt dus van het Groenontwikkelfonds... </s><s> TILBURG - De gemeente","Tilburg","neemt geen extra maatregelen na een incident waarbij een beschonken automobilist met een auto tussen uit"
"maakdeswitch.nl","het ministerie van Buitenlandse Zaken, de provincie Zeeland, de provincie Noord Brabant, de gemeenten Eindhoven en","Tilburg",". </s><s> In juni 1940 leek het of de kaarten al waren geschud. </s><s> Duitsland, had op Engeland na, vrijwel heel Europa bezet. </s>"
"blikopnieuws.nl","op de Michiel de Ruyterlaan in Oirschot. </s><s> Aldaar bleek dat een auto Lees verder... </s><s> Vrijdagochtend is in","Tilburg","een 42-jarige Tilburger voor de ogen van zijn 10-jarige zoontje neergeschoten op de Dolomietenweide. </s><s> Dit meldt de"
"omroeptilburg.nl","<s> ds. </s><s> Wim Aanen, voorzitter 078-6311943 </s><s> Klik hier voor het verslag van de halfjaarlijkse bijeenkomst van 14 maart 2019. </s><s>","TILBURG","– Zodra de situatie veilig is, gaat de gemeente Tilburg onderzoeken hoe het kon gebeuren dat een deel van het metselwerk"
"omroeptilburg.nl","verslag van de halfjaarlijkse bijeenkomst van 14 maart 2019. </s><s> TILBURG – Zodra de situatie veilig is, gaat de gemeente","Tilburg","onderzoeken hoe het kon gebeuren dat een deel van het metselwerk afgelopen zaterdag los kon komen van het gebouw. </s><s> Rond"
"omroeptilburg.nl","een deel van het metselwerk afgelopen zaterdag los kon komen van het gebouw. </s><s> Rond half twee in de middag kwam een deel... </s><s>","TILBURG","- Virtual Squash And Gaming is een combinatie tussen squash en games. </s><s> Bij het T-Kwadraat in Tilburg is het mogelijk om te"
"omroeptilburg.nl","kwam een deel... </s><s> TILBURG - Virtual Squash And Gaming is een combinatie tussen squash en games. </s><s> Bij het T-Kwadraat in","Tilburg","is het mogelijk om te squashen tegen een virtuele muur. </s><s> Er zijn vele verschillende spellen te bespelen, van... </s><s> TILBURG"
"omroeptilburg.nl","Tilburg is het mogelijk om te squashen tegen een virtuele muur. </s><s> Er zijn vele verschillende spellen te bespelen, van... </s><s>","TILBURG","- Beeldend werken met je voorouders. </s><s> We hebben het dan niet over lekker tekenen bij oma en opa thuis, maar het verwerken"
"omroeptilburg.nl","staan we stil bij het Creativity World Forum, dat afgelopen week plaatsvond in een aantal Brabantse steden, waaronder","Tilburg",". </s><s> Tijdens het forum wordt er door zo""n 1500 professionals... </s><s> Het Hart van Brabant Nieuws van 23 oktober 2019: –"
"prinsesirenebrigade.nl","het grondgebied van hun gemeente. </s><s> Het betreft het viaduct over de provinciale weg tussen de Beekse Bergen en de weg naar","Tilburg",". </s><s> In dit gebied werd eind oktober 1944 door de mannen van de Irene Brigade zware gevechten geleverd met Duitse troepen"
"prinsesirenebrigade.nl","oktober 1944 door de mannen van de Irene Brigade zware gevechten geleverd met Duitse troepen tijdens de opmars naar","Tilburg",". </s><s> Generaal Hemmes, de voorzitter van de Vereniging Oud-strijders, onthulde samen met burgemeester mr. </s><s> W.R. Ligtvoet"
"prinsesirenebrigade.nl","bordjes langs de weg, die over het viaduct loopt, geven uitleg over de naam. </s><s> -Langs de oude weg van Hilvarenbeek naar","Tilburg","(Tilburgseweg 51) ligt restaurant-eetcafé De Bodega (voorheen Onder den linde). </s><s> Architect Bax uit Tilburg bouwde in"
"prinsesirenebrigade.nl","naar Tilburg (Tilburgseweg 51) ligt restaurant-eetcafé De Bodega (voorheen Onder den linde). </s><s> Architect Bax uit","Tilburg","bouwde in 1936 dit pand in opdracht van de familie Lemmens, veekopers uit Tilburg. </s><s> In 1944 herbergde de bierkelder een"
"prinsesirenebrigade.nl","Onder den linde). </s><s> Architect Bax uit Tilburg bouwde in 1936 dit pand in opdracht van de familie Lemmens, veekopers uit","Tilburg",". </s><s> In 1944 herbergde de bierkelder een noodhospitaal, waar geallieerde militairen , w.o. die van de Prinses Irene"
"prinsesirenebrigade.nl","een noodhospitaal, waar geallieerde militairen , w.o. die van de Prinses Irene Brigade, tijdens de bevrijding van","Tilburg","geopereerd werden. </s><s> Jaren later ontving de toenmalige eigenaresse hiervoor nog een onderscheiding van de Prinses"
"prinsesirenebrigade.nl","dit monument. </s><s> Ook een neef en zijn vrouw van Anthoon Bonte waren bij de plechtigheid aanwezig. </s><s> De Vaandeldrager in","Tilburg","</s><s> Tilburg </s><s> Prinses Irene onthulde in Tilburg op 27 oktober 1955 een monument voor de gevallenen van de Irene Brigade. </s><s> Het"
"prinsesirenebrigade.nl","monument. </s><s> Ook een neef en zijn vrouw van Anthoon Bonte waren bij de plechtigheid aanwezig. </s><s> De Vaandeldrager in Tilburg </s><s>","Tilburg","</s><s> Prinses Irene onthulde in Tilburg op 27 oktober 1955 een monument voor de gevallenen van de Irene Brigade. </s><s> Het monument"
"prinsesirenebrigade.nl","van Anthoon Bonte waren bij de plechtigheid aanwezig. </s><s> De Vaandeldrager in Tilburg </s><s> Tilburg </s><s> Prinses Irene onthulde in","Tilburg","op 27 oktober 1955 een monument voor de gevallenen van de Irene Brigade. </s><s> Het monument stelt een in veldtenue geklede"
"prinsesirenebrigade.nl","die door de brigade op veldtocht door Noord-Frankrijk, België en Nederland werden aangedaan: ''ST. </s><s> COME PONT AUDEMER","TILBURG","HEDEL''. </s><s> Op de zijkanten van het voetstuk zijn de naam, rang, geboortejaar, woonplaats en jaar en plaats van overlijden"
"brandrep.nl","out-of-the-box: Il faut-être sauvages, c''est le seul moyen d''être libre''. </s><s> Mirko studeerde af aan de Universiteit van","Tilburg",", richting Bedrijfseconomie met specialisatie in Marketing en heeft een Masters in Merkmanagement van de"
"nvhr.nl",". </s><s> Ook Haro van Panhuys uit het verre Den Bosch kwam binnen stappen met nog drie heren die zover ik begreep uit de buurt van","Tilburg","kwamen. </s><s> Ook Piet Blaas uit Arnhem, die deze site zo voortreffelijk verzorgd, had de lange tocht ondernomen om nu toch"
"durieux.eu","de strafeis. </s><s> Ook in de strafkeuze wordt het OM vrijwel altijd gevolgd, zo is recent uit onderzoek van de Universiteit","Tilburg","gebleken. </s><s> De meest voorkomende vorm van agressie en geweld tegen hulpverleners bestaat uit verbale agressie. </s><s> Uit"
"omroeptilburg.nl","een geïntegreerd display, stelt de gebruiker in staat om direct te beginnen met de applicatieontwikkeling. </s><s>","TILBURG","- Maandagavond is rond half acht in de De Ruyterstraat in Tilburg een kind neergestoken door een ander kind. </s><s> Dat meldt"
"omroeptilburg.nl","om direct te beginnen met de applicatieontwikkeling. </s><s> TILBURG - Maandagavond is rond half acht in de De Ruyterstraat in","Tilburg","een kind neergestoken door een ander kind. </s><s> Dat meldt Omroep Brabant op haar website. </s><s> TILBURG – Ondanks eerdere"
"omroeptilburg.nl","in de De Ruyterstraat in Tilburg een kind neergestoken door een ander kind. </s><s> Dat meldt Omroep Brabant op haar website. </s><s>","TILBURG","– Ondanks eerdere waarschuwingen was het afgelopen weekend toch druk in de Tilburgse binnenstad. </s><s> Ook maandag,"
"omroeptilburg.nl",". </s><s> Ook maandag, tijdens Koningsdag, was het niet bepaald rustig. </s><s> Veel mensen waren naar het centrum gekomen en lang... </s><s>","TILBURG","– De coronacrisis betekent voor veel organisaties en bedrijven dat de zaken noodgedwongen anders gaan dan normaal. </s>"
"omroeptilburg.nl","Nieuws van vrijdag 27 maart 2020: – Opvang voor zieke dak- en thuislozen in voormalige Koning Willem II kazerne – Ook","Tilburg","krijgt speciale huisartsenposten voor vermoedelijke... </s><s> Welkom op de website van en voor de inwoners van Wijnaldum </s>"
"wbedemoer.nl","van de politiek en pers, zowel plaatselijk als regionaal en landelijk. </s><s> Het zwerfvuil in het gebied tussen","Tilburg",", Waalwijk, Sprang-Capelle en Dongen wordt op deze wijze de laatste jaren verzameld door ruim 80 deelnemers,"
"wbedemoer.nl","wijze de laatste jaren verzameld door ruim 80 deelnemers, waaronder zo''n 45 kinderen uit o.a. gemeenten Loon op Zand en","Tilburg",". </s><s> Jaarlijks wordt ruim 14 m3 uit het landelijk gebied gehaald. </s><s> Een beeld van het verzamelde vuil in voorgaande jaren;:"
"zelfvoorziening.nl","wat boven haar macht reikend. </s><s> Meer kunstzinnig aldaar, overeenkomstig manifestatis in Maastricht, Rotterdam,","Tilburg","en eerder Amsterdam 4 , is het driejarige ('' 09-''11) Foodprint evenement. </s><s> Voedsel voor de stad'' in de vorm van lezingen,"
"fransmensonides.nl","is, in afwachting van de Hanzelijn. </s><s> Die rij stations op de lijn naar Emmen kan ik niet onthouden. </s><s> En nee, het was laatst in","Tilburg","niet mijn laatste ritje met de steeds nostalgischer ogende Plan-V''s, want ook deze lijn wordt er nog steeds mee"
"zuidwest-nederland.nl","he picture'' Eind dit jaar wordt het boek KEN Roosendaal 2003 gepresenteerd. </s><s> De tweede editie al weer. </s><s> Steden als Breda,","Tilburg","en Eindhoven hebben al een tweede boek, op veler verzoek is nu ook Roosendaal aan de beurt. </s><s> In een nog exclusiever jasje. </s>"
"omroeptilburg.nl","vóór 31 december de nieuwe verzekering af. </s><s> De nieuwe verzekeraar zorgt ervoor dat de oude verzekering wordt opgezegd. </s><s>","TILBURG","- Een Tilburger van 23 heeft geprobeerd om in de nacht van maandag op dinsdag een motor te stelen bij een woning aan de"
"omroeptilburg.nl","bij een woning aan de Oeralweg. </s><s> Hij is op heterdaad aangehouden. </s><s> Tijdens het vervoer naar het bureau zag hij kans... </s><s>","TILBURG","- Sinds een week zijn de basisscholen weer van start gegaan. </s><s> Met halve klassen doen docenten hun best om de achterstand"
"omroeptilburg.nl","hun best om de achterstand van de afgelopen weken in te halen. </s><s> Op basisschool De Petteflet in de Reeshof zijn zowel... </s><s>","TILBURG","- Op de kruising van de Beethovenlaan en Stokhasseltlaan in Tilburg is zondagavond een motorrijder van 19 jaar"
"omroeptilburg.nl","De Petteflet in de Reeshof zijn zowel... </s><s> TILBURG - Op de kruising van de Beethovenlaan en Stokhasseltlaan in","Tilburg","is zondagavond een motorrijder van 19 jaar overleden bij een ongeval. </s><s> Hij botste tegen een auto. </s><s> 3 weken geleden </s><s> Bekijk </s>"
"omroeptilburg.nl","zouden willen dat de coronacrisis in vijf minuten voorbij zou zijn, maar dat zal niet gebeuren. </s><s> Wel kunnen we als Omroep","Tilburg","elke dag de situatie kort beschouwen. </s><s> In aflevering zeventien spreken we weer met Ralf... </s><s> Deze week staan we in De"
